url_length,dot_count,hyphen_count,slash_count,at_sign_present,double_slash_in_path,ip_address_present,digit_count,digit_ratio,url_entropy,token_count,has_port,has_https,query_length,path_length,subdomain_count,subdomain_length,tld_length,registered_domain_length,path_depth,is_uk_tld,is_suspicious_tld,is_com_tld,contains_bank_brand,brand_count,brand_domain_mismatch,suspicious_path_keyword,url,label
53.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,0.05660377358490566,4.207102361466449,8.0,0.0,0.0,0.0,20.0,1.0,9.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,http://costarica.123hjemmeside.no/botch/de/update.php,0
23.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.08695652173913043,3.8820451081368623,5.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,http://www.eblagh-55.cf,0
55.0,2.0,3.0,3.0,0.0,0.0,0.0,10.0,0.18181818181818182,4.485752786866817,7.0,0.0,1.0,0.0,1.0,1.0,30.0,3.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://account-appeal-form-1001907415.firebaseapp.com/,0
26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.6714055834424975,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.surfsweets.com,1
28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.012188403968661,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.kentuckylake.com,1
37.0,4.0,0.0,3.0,0.0,0.0,0.0,14.0,0.3783783783783784,4.175273297885966,8.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://156.245.12.87:8000/svchost.exe,0
84.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,0.03571428571428571,4.535016607679417,9.0,0.0,0.0,0.0,51.0,0.0,0.0,4.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://holytrinitycatholicbg.club/replyrsemailnextdoor/square-rd971-new-detail-thank,0
23.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8820451081368623,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.lazyoaf.com,1
35.0,4.0,0.0,3.0,0.0,0.0,0.0,17.0,0.4857142857142857,3.9788640881880974,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://117.208.242.124:60794/bin.sh,0
34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.017917900762096,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.tribalbusinessnews.com,1
68.0,3.0,3.0,4.0,0.0,0.0,0.0,11.0,0.16176470588235295,4.716016062335908,11.0,0.0,0.0,0.0,32.0,1.0,4.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://nsdm.cumpar-auto-orice-tip.ro/malesa/66f31d151f82e_lyla34.exe,0
34.0,4.0,0.0,3.0,0.0,0.0,0.0,16.0,0.47058823529411764,3.90320806164768,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://222.137.117.62:37650/bin.sh,0
22.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.5160276412662306,4.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tannico.it,1
34.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.138502179294739,4.0,0.0,1.0,0.0,1.0,1.0,9.0,3.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://uplinkare.firebaseapp.com/,0
35.0,4.0,0.0,3.0,0.0,0.0,0.0,17.0,0.4857142857142857,4.057575159678482,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://117.235.104.125:59736/bin.sh,0
19.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.15789473684210525,3.6818808028034025,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://www.904y.com,0
38.0,4.0,0.0,4.0,0.0,0.0,0.0,13.0,0.34210526315789475,4.175430473912968,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://172.245.123.6/750/taskhostw.exe,0
25.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.6732696895151085,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.kovcomp.co.uk,1
35.0,4.0,0.0,3.0,0.0,0.0,0.0,17.0,0.4857142857142857,4.090296503327815,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://117.220.145.109:33619/Mozi.m,0
23.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.936180434129755,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.qdrum.co.za,1
30.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8565647621309544,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.bostondirtdogs.com,1
27.0,3.0,0.0,3.0,0.0,0.0,0.0,14.0,0.5185185185185185,3.8282375018429544,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://59.97.126.13:45851/i,0
37.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.046762824854521,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.anandasouzafotografia.com,1
40.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,0.075,4.146439344671016,7.0,0.0,0.0,0.0,0.0,2.0,21.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://www.hidden-chat-e58d7.appspot.com,0
29.0,3.0,0.0,3.0,0.0,0.0,0.0,16.0,0.5517241379310345,3.6243797016511117,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://117.209.12.161:55321/i,0
27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.81008102052173,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.healthfirst.org,1
35.0,4.0,0.0,3.0,0.0,0.0,0.0,17.0,0.4857142857142857,4.011585431837431,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://222.137.229.144:51006/bin.sh,0
46.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.3274847819558415,6.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.promenaden-hauptbahnhof-leipzig.de,1
28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9677201004744993,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.themandagies.com,1
40.0,4.0,0.0,3.0,0.0,0.0,0.0,13.0,0.325,4.227567157116929,8.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://58.23.215.62:8765/culclientUp.exe,0
26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.7483286603655745,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.monstercat.com,1
27.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.1111111111111111,3.986187965046303,4.0,0.0,1.0,0.0,1.0,1.0,6.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://e29nu7.webwave.dev/,0
34.0,4.0,0.0,3.0,0.0,0.0,0.0,16.0,0.47058823529411764,3.936891797757288,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://117.195.172.42:50213/bin.sh,0
54.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.143892715872895,10.0,0.0,1.0,0.0,10.0,3.0,25.0,3.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,https://www.amaczon-co-jp.amazccn.cmeebi.top/ap/signin,0
27.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.032303242743952,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.hoverdays.co.uk,1
27.0,3.0,0.0,3.0,0.0,0.0,0.0,14.0,0.5185185185185185,3.7080481500712312,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://182.113.44.6:49601/i,0
28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9677201004744993,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.princesselou.com,1
21.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.594465636961452,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://www.houara.com,0
31.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9535656649464275,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.costaricabureau.com,1
34.0,2.0,1.0,3.0,0.0,0.0,0.0,6.0,0.17647058823529413,4.231009444816111,5.0,0.0,1.0,0.0,1.0,1.0,10.0,3.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://att-105099.weeblysite.com/,0
49.0,3.0,2.0,3.0,0.0,0.0,0.0,6.0,0.12244897959183673,4.511871068251785,7.0,0.0,1.0,0.0,1.0,2.0,28.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://billowing-bird-2c1c.elsa9212.workers.dev/,0
26.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.038461538461538464,4.103909910282364,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.light4dark.com,1
24.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.7406015629507223,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://spkcenter-s.com/,0
190.0,8.0,0.0,6.0,0.0,1.0,0.0,33.0,0.1736842105263158,5.24028517700879,21.0,0.0,0.0,154.0,172.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,http://43.156.7.24/interactivelogin?continue=https://accounts.google.com/?&amp;xrealip=107.178.200.235&amp;ifkv=aqmjq7rlykgykwj34ikbqkllqofmmdkbdeqwrin6w7qzmdwlniwtkt5g6qstk10r95b_gxzsh11yya,0
25.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.893660689688186,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.testfairy.com,1
36.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.044110417748401,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.culinaryhistoriansny.org,1
63.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.183474671266671,11.0,0.0,1.0,0.0,37.0,1.0,3.0,3.0,14.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,https://www.paramantra.com/blog/wp-admin/nexx/known/login/login,0
24.0,3.0,0.0,3.0,0.0,0.0,0.0,10.0,0.4166666666666667,3.823934896284056,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://154.216.19.78/ipc,0
35.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9357276594930424,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.chicagofaucetshoppe.com,1
30.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.964735178725505,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.pinedaleonline.com,1
34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.1973257087065035,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.skinnybitchapparel.com,1
33.0,4.0,0.0,3.0,0.0,0.0,0.0,15.0,0.45454545454545453,3.8848588918890474,8.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://59.88.147.178:55870/bin.sh,0
32.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.965018266288633,5.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.thetimes-tribune.com,1
26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.825251737288651,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://www.davidludlow.com,0
50.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0888840705376355,10.0,0.0,0.0,0.0,12.0,4.0,20.0,3.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,http://www.saisoaoard.co.jp.oxubbv.top/ai/sign.php,0
25.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.623465189601647,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://www.wbemsystem.com,0
22.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.6635327548042547,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.mhns.co.kr,1
17.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.3371753411230767,4.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.np.kz,1
22.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8796640049025943,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.ariege.com,1
33.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8322729072372415,6.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,http://metamask.io.merge.outme.cc,0
27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.856196298219379,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.subobibiness.org,0
45.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.97765386327595,6.0,0.0,1.0,0.0,26.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,https://sumerda.com/projects/useraccount.aspx,0
63.0,3.0,0.0,4.0,0.0,0.0,0.0,8.0,0.12698412698412698,4.673486820525033,8.0,0.0,0.0,0.0,29.0,1.0,4.0,3.0,22.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://hans.uniformeslaamistad.com/prog/66e40b2e8a52e_lfsdj.exe,0
24.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8035088547976783,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://www.mkdevcorp.com,0
22.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.045454545454545456,3.5160276412662306,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.host2go.net,0
24.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8553885422075336,4.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://www.peplums.info,1
26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.056020968057882,4.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.dolfinarium.nl,1
42.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.853527173181363,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.confessionsoftheperfectmom.com,1
34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.07674143017386,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://www.flatstanleyproject.com,1
27.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.7080481500712312,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.wssociety.co.uk,1
39.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.278114718473934,5.0,0.0,1.0,0.0,1.0,1.0,22.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://account-zimbrarecovery.web.app/,0
