url_length,dot_count,hyphen_count,slash_count,at_sign_present,double_slash_in_path,ip_address_present,digit_count,digit_ratio,url_entropy,token_count,has_port,has_https,query_length,path_length,subdomain_count,subdomain_length,tld_length,registered_domain_length,path_depth,is_uk_tld,is_suspicious_tld,is_com_tld,contains_bank_brand,brand_count,brand_domain_mismatch,suspicious_path_keyword,url,label
32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.288909765557392,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.virginmoneyukplc.com,1
27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8282375018429544,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.metrodenver.org,1
177.0,5.0,2.0,3.0,0.0,0.0,0.0,36.0,0.2033898305084746,4.923758492851865,16.0,0.0,0.0,111.0,122.0,2.0,18.0,6.0,29.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,http://paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=_account-details&session=7aaea61dd550ab2439963fc66b3eef83&dispatch=5facbb002ba2f49a6f0faf830ddedbe29c3ed610,0
33.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9603202553942918,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.bankbranchlocator.com,1
35.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.221441945207328,6.0,0.0,1.0,0.0,1.0,2.0,18.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://global-bank.soyavi.repl.co/,0
174.0,3.0,0.0,13.0,0.0,0.0,0.0,6.0,0.034482758620689655,4.66902732799625,21.0,1.0,0.0,0.0,174.0,1.0,11.0,2.0,7.0,13.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,santandenet.hut4.ru:80/SMS_Santander/Clientes/Cadastro/Servico_SMS/Index/InternetBanking/default/CentralS4nt4and3r/Clientes/Pessoa_Juridica/index/PJURIDICA/pessoajuridica.php,0
202.0,3.0,7.0,3.0,0.0,0.0,0.0,46.0,0.22772277227722773,5.2350182216204715,18.0,0.0,1.0,152.0,164.0,1.0,22.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,https://ebanking-ch3-ubs-a3ab0.web.app/login.html?session=hcrg6ivkycaitr9l8pd36ihqowfxiynkugv6w4ana20q27ih21d4zfkwmtqhei6c8iqggzph55jcxssxqvbvf0mukizz9uuh5g&amp;auth=39c327c3-6a98-41c6-8a25-d300b962ddd8,0
23.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8820451081368623,4.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.barclays.de,1
43.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.094073765977813,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.americanrevolutioninstitute.org,1
30.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.1898980954642875,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,18.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,https://www.citadelbanking.com,1
29.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.142295219190901,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.genealogybank.com,1
42.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.159592720140252,5.0,0.0,1.0,0.0,0.0,1.0,26.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,https://onlibankingal--hbpreseggal.repl.co,0
37.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.9723064058771302,5.0,0.0,1.0,0.0,3.0,1.0,18.0,3.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://interbank-personas.web.app/#/,0
44.0,3.0,0.0,3.0,0.0,0.0,0.0,8.0,0.18181818181818182,4.40194695925137,5.0,0.0,1.0,0.0,1.0,2.0,27.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,https://bankingpromerica.sa32434245.repl.co/,0
27.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.782122224145305,5.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.metropol.gov.co,1
25.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.863465189601647,4.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.register.bank,1
59.0,3.0,3.0,4.0,0.0,0.0,0.0,3.0,0.05084745762711865,4.301992524511309,10.0,0.0,0.0,0.0,15.0,1.0,17.0,3.0,19.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,http://postbanki-banking.de-meine-online.com/33e4f/pass.php,0
24.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.053508854797678,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,13.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,http://www.logsbanks.xyz,0
49.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.967705264436889,7.0,0.0,1.0,0.0,3.0,1.0,30.0,3.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://banca-porinternet-interbank-pe.web.app/#/,0
28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.039148671903071,4.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,http://www.hkrevolution.club,0
51.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.31195322461357,5.0,0.0,1.0,0.0,1.0,2.0,34.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://focusedstrikingvaporware.daelgarbs.repl.co/,0
47.0,2.0,4.0,3.0,0.0,0.0,0.0,15.0,0.3191489361702128,4.554172894046704,11.0,0.0,0.0,0.0,12.0,1.0,17.0,2.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,http://dhcp-232-249-59-5.metro86.ru/main_x86_64,0
202.0,3.0,7.0,3.0,0.0,0.0,0.0,49.0,0.24257425742574257,5.195503156196528,18.0,0.0,1.0,152.0,164.0,1.0,22.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,https://ebanking-ch3-ubs-a3ab0.web.app/login.html?session=spmu90vmd6zpmy6rihtaz98t37lcy3dmafxop3infforfkgf372iwnzaol9g5iey7h9inbms1k2hynomzq5w2lcatiaugbtqgf&amp;auth=71465b9a-04d8-4c4e-9e80-4a6517553651,0
42.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.046381112945884,7.0,0.0,1.0,0.0,17.0,1.0,4.0,3.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://chat.wpdating.com/unionbank.com.ph,0
556.0,3.0,0.0,6.0,0.0,0.0,0.0,38.0,0.0683453237410072,4.821469712675139,11.0,0.0,1.0,495.0,536.0,1.0,2.0,3.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://s3.jawab.app/chat/reports/firstopenreport/index.html?please=vmxss05gvxhxwgxtytfwcvvtegfxvmxzyuzovvjschlwmjfhyvuxvk5ycfdwekziwvvvefnwrnnxbgrpvkvamlzycedzvkl5vgtsvgjgsnbvbxr3v1zkv1zszgtnvnbyv2tou2exsllvbghwylhom1phefzlv1zhvgxwv01gwxpxvejhvjfzevnsaghswghywvrgd00xa3llrtlqtvzaeldrzg9vmwrgu2xkv2frbdruvvpozuzkclpgaglwr3hwv1d0yvmyrkdirlzsym1swfztehdnrmxwvmpcv01vcdfvvzvzvmsxdwfguldha3bivw0xt1ixwnnhr2xyumtwtlztmtbzvmxyu1hovwjrnvdzbfzhyjfsvmfftldirnawvfzjnvzfmvdjrwhatudotfzrzetsmu5zyuzwv1zsb3pwbxhhytjssfvrwmtsbvjuwwtoq01swlvtaljwtvd4wvvtce9vvlpfuvrrpq==,0
30.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.7525842461721624,5.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.metroturizm.com.tr,1
59.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,0.11864406779661017,4.493688186614821,7.0,0.0,1.0,0.0,9.0,1.0,31.0,3.0,10.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://connection-orangebank-certicode.derlma.com/4938275/,0
32.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.069548827786958,5.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.suzannerbanks.com.au,1
39.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.182336834024969,5.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.revolutionaryplayers.org.uk,1
27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9582291686698783,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.metrocinema.org,1
133.0,5.0,5.0,4.0,0.0,0.0,0.0,36.0,0.2706766917293233,4.98775495144801,19.0,0.0,1.0,49.0,66.0,2.0,53.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,https://desco-internetbanking-27725.desco-resgate-seus-pontos.co.ua/desco/index.php?live=83851430864272f63a08374.89468429&amp;rf=pv02,0
24.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8553885422075336,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.pinnbank.com,1
45.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.244320529942617,5.0,0.0,1.0,0.0,1.0,1.0,20.0,3.0,15.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://zonasegura-interbank.firebaseapp.com/,0
23.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.936180434129755,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,15.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,http://denlzbankcom.tk/,0
185.0,5.0,2.0,3.0,0.0,0.0,0.0,47.0,0.25405405405405407,4.939977497923409,18.0,0.0,0.0,119.0,130.0,2.0,18.0,6.0,29.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,http://paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=_account-details&amp;dispatch=ccfa7cbbc83a3273a43ba87147e0217552e5114e&amp;session=f277c4eb118354175c80d3a2a7d4079d,0
43.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.169541498485638,8.0,0.0,1.0,0.0,12.0,1.0,11.0,3.0,11.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,https://homebanking.bper-it.com/sms_err.php,0
38.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.346225868535943,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,27.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,http://www.shopcurbsideanddelivery.com,0
40.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.365311532225102,6.0,0.0,1.0,0.0,1.0,1.0,15.0,3.0,15.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://login-kfcu-bank.firebaseapp.com/,0
26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.209867121904035,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.bankpurely.com,1
21.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.7849418274376427,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,http://auth-ubank.com,0
21.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.499227541723357,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.metro.net,1
24.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.7720552088742005,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.hanabank.com,1
27.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.078418520441602,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.metrouniv.ac.id,1
59.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,0.11864406779661017,4.493688186614821,7.0,0.0,1.0,0.0,9.0,1.0,31.0,3.0,10.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://connection-orangebank-certicode.derlma.com/2457938/,0
59.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,0.11864406779661017,4.493688186614821,7.0,0.0,1.0,0.0,9.0,1.0,31.0,3.0,10.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://connection-orangebank-certicode.derlma.com/8752349/,0
40.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.165311532225102,5.0,0.0,1.0,0.0,1.0,1.0,23.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://diepasstbank-wxyfnazkhf.web.app/,0
87.0,4.0,4.0,6.0,0.0,0.0,0.0,4.0,0.04597701149425287,4.36870509996115,13.0,0.0,1.0,0.0,26.0,2.0,47.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,https://desco-internetbanking-8219.acesse-desco-resgate.co.ua/html/classico/index.shtm/,0
34.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.029411764705882353,3.962031591059445,4.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://laplantisserie.es/mtbankx1,0
82.0,2.0,0.0,3.0,0.0,0.0,0.0,7.0,0.08536585365853659,4.768286456388795,8.0,0.0,1.0,32.0,34.0,1.0,17.0,2.0,22.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,https://allegro1okallniie.keysquarnexstibedeb.cf/?tranzakt39906&amp;selectedbank=7,0
79.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,4.421903653235351,12.0,0.0,1.0,0.0,42.0,1.0,9.0,3.0,19.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://vukisjsdu.builderallwppro.com/wp-admin/user/bankid/bankid/no/index.html,0
59.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,0.11864406779661017,4.493688186614821,7.0,0.0,1.0,0.0,9.0,1.0,31.0,3.0,10.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://connection-orangebank-certicode.derlma.com/4973825/,0
34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0796786498829745,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.petproductsbyroyal.com,1
59.0,2.0,2.0,4.0,0.0,0.0,0.0,7.0,0.11864406779661017,4.493688186614821,7.0,0.0,1.0,0.0,9.0,1.0,31.0,3.0,10.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://connection-orangebank-certicode.derlma.com/5742983/,0
64.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,0.125,4.706343945008262,7.0,0.0,0.0,28.0,30.0,1.0,13.0,2.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,http://pocztaplska55.askymroopi.cf/?tranzakt38496&selectedbank=2,0
26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.056020968057882,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.dragonbank.com,1
26.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.825251737288651,4.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,http://www.produitsbio.net,0
22.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.6069367321753214,3.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://biatobank.net/,0
27.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.856196298219379,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.capstarbank.com,1
23.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.4144413036949723,5.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.hsbc.com.tw,1
34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.752637018154629,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.historicpittsburgh.org,1
53.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.169366512409845,5.0,0.0,1.0,0.0,1.0,1.0,28.0,2.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://dev-tubankinbhdleonseguridad.pantheonsite.io/,0
37.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0440637580947945,4.0,0.0,1.0,0.0,11.0,0.0,0.0,3.0,18.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://labinstruments.org//landbank/,0
202.0,3.0,7.0,3.0,0.0,0.0,0.0,47.0,0.23267326732673269,5.248306922647495,18.0,0.0,1.0,152.0,164.0,1.0,22.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,https://ebanking-ch3-ubs-a3ab0.web.app/login.html?session=ffcirien5ipz1f75zdoto64s6vx0tsjaqlblf3yubee3urbxcvqd9cyskdq59kgwvry2kz63mjjhw2bif5wwwjrf3t3frwdg3z&amp;auth=f941a153-fc19-4706-b509-a214c1d447b1,0
69.0,2.0,0.0,3.0,0.0,0.0,0.0,6.0,0.08695652173913043,4.713152356234779,8.0,0.0,1.0,32.0,34.0,1.0,10.0,2.0,16.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,https://whovintesd.pporovcatodis.cf/?tranzakt39906&amp;selectedbank=7,0
112.0,2.0,0.0,5.0,0.0,0.0,0.0,21.0,0.1875,4.9911397180642005,8.0,0.0,1.0,0.0,97.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://ipfs.io/ipfs/bafybeiamjih5g3pgqur5gtbzil7kjep3vtszsunt75kz7l24q36h53rwai/resultsbox18_onedrive44649.html,0
44.0,4.0,1.0,4.0,0.0,0.0,0.0,6.0,0.13636363636363635,4.235015641798042,8.0,0.0,0.0,0.0,7.0,2.0,20.0,2.0,9.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,http://banco-santander51.es.swtest.ru/09.12/,0
23.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.8820451081368623,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.bankdsb.com,1
64.0,4.0,4.0,3.0,0.0,0.0,0.0,11.0,0.171875,4.685328664259099,11.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,http://169.1.16.29/BidvestBank-Swift-AD686-evasion-encrypted.exe,0
49.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.02040816326530612,4.335709140787512,6.0,0.0,0.0,3.0,5.0,1.0,27.0,3.0,9.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,http://galiciaofficebankingverific.atsnx.com/?i=1,0
33.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9801694078807643,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,21.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.sportsbettingdime.com,1
202.0,3.0,7.0,3.0,0.0,0.0,0.0,30.0,0.1485148514851485,5.092109971838253,18.0,0.0,1.0,152.0,164.0,1.0,22.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,https://ebanking-ch3-ubs-a3ab0.web.app/login.html?session=flxtgobwesileuti5raszwphh2adwki1kizr0kbcrofugqvddwdgtfivt3ktgec1ezuyfmv7dntttdmvptylw01ttdvtivl60m&amp;auth=5acbb2f2-4c5e-41f8-b3d4-a46e0e4e82ef,0
30.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0980685120588385,5.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,18.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.metro-magazine.com,1
32.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.9292292966721747,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://www.southbankmosaics.com,1
34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.973512753576009,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.thefrickpittsburgh.org,1
40.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.075070520364182,5.0,0.0,1.0,0.0,1.0,2.0,18.0,3.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,https://prestamo.lnterbank.lbenefit.com/,0
76.0,4.0,1.0,6.0,0.0,0.0,0.0,2.0,0.02631578947368421,4.454760737950244,12.0,0.0,1.0,0.0,45.0,2.0,11.0,3.0,11.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.academy.tamkine.org/wp-content/zaza/mtbbank/check%20details.html,0
43.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.023255813953488372,4.100829441686029,6.0,0.0,1.0,0.0,5.0,2.0,16.0,3.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://ijejfddq.server1.trinchera.dev/arbs,0
45.0,2.0,4.0,3.0,0.0,0.0,0.0,12.0,0.26666666666666666,4.519087818311512,10.0,0.0,0.0,0.0,10.0,1.0,17.0,2.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,http://dhcp-232-249-59-5.metro86.ru/main_arm7,0
28.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.797902689682947,4.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,https://www.metrostlouis.org,1
